500 50
1 356 62.21
1 357 885.67
1 358 697.79
1 359 366.41
1 360 450.94
1 361 351.32
1 362 990.91
1 363 27.45
1 364 888.39
1 365 28.13
1 366 318.81
1 367 292.22
1 368 476.28
1 369 214.04
1 370 310.18
1 371 880.13
1 372 976.65
1 373 442.93
1 374 325.08
1 375 35.13
1 376 202.15
1 377 853.09
1 378 326.2
1 379 965.25
1 380 93.63
1 381 281.8
1 382 625.75
1 383 369.06
1 384 893.91
1 385 959.42
1 386 402.39
1 387 516.7
1 388 149.11
1 389 551.24
1 390 737.52
1 391 102.64
1 392 180.09
1 393 741.92
1 394 96.44
1 395 262.35
1 396 523.14
1 397 997.24
1 398 473.41
1 399 78.65
1 400 122.24
1 401 163.68
1 402 486.67
1 403 563.18
1 404 415.62
1 405 279.83
1 406 646.65
1 407 55.4
1 408 840.34
1 409 101.1
1 410 326.05
1 411 720.23
1 412 849.69
1 413 891.6
1 414 107.2
1 415 351.5
1 416 632.21
1 417 873.85
1 418 569.5
1 419 908.36
1 420 640.71
1 421 659.04
1 422 906.96
1 423 883.03
1 424 708.69
1 425 428.59
1 426 889.18
1 427 653.21
1 428 69.03
1 429 161.22
1 430 249.31
1 431 201.14
1 432 84.94
1 433 498.03
1 434 991.45
1 435 47.01
1 436 509.35
1 437 604.8
1 438 980.35
1 439 699.13
1 440 925.05
1 441 975.35
1 442 509.06
1 443 654.99
1 444 395.45
1 445 65.31
1 446 871.1
1 447 693.36
1 448 752.68
1 449 425.93
1 450 719.75
1 451 45.5
1 452 303.44
1 453 879.48
1 454 917.94
1 455 763.22
1 456 534.06
1 457 37.63
1 458 732.47
1 459 25.59
1 460 587.33
1 461 890.34
1 462 954.04
1 463 721.4
1 464 185.62
1 465 735.24
1 466 590.08
1 467 439.68
1 468 636.75
1 469 618.87
1 470 85.47
1 471 718.44
1 472 943.72
1 473 618.94
1 474 26
1 475 430.41
1 476 479.56
1 477 593.61
1 478 778.37
1 479 599.83
1 480 894.98
1 481 766.69
1 482 28.72
1 483 529.06
1 484 364.95
1 485 253.81
1 486 398.88
1 487 427.21
1 488 134.68
1 489 294.56
1 490 125.69
1 491 195.26
1 492 774.56
1 493 734.16
1 494 785.49
1 495 83.02
1 496 425.86
1 497 962.27
1 498 771.26
1 499 0.03
2 3 27.95
2 4 222.8
2 5 104.24
2 6 624.52
2 7 471.96
2 8 482.72
2 9 727.63
2 10 973.71
2 11 984.7
2 12 599.32
2 13 909.52
2 14 818.78
2 15 212.28
2 16 69.14
2 17 103.13
2 18 9.06
2 19 810.43
2 20 839.53
2 21 942.41
2 22 459.7
2 23 562.8
2 24 138.11
2 25 51.05
2 26 420.16
2 27 766.68
2 28 28.6
2 29 481.48
2 30 601.11
2 31 803.54
2 32 91.79
2 33 124.59
2 34 791.39
2 35 901.81
2 36 27.74
2 37 998.9
2 38 441.21
2 39 86.65
2 40 413.44
2 41 317.32
2 42 670.29
2 43 522.86
2 44 448.38
2 45 778.43
2 46 529.88
2 47 467.16
2 48 158.72
2 49 771.29
2 50 564.12
2 51 868.14
2 52 7.82
2 53 957.9
2 54 383.68
2 55 888.84
2 56 260.58
2 57 324.37
2 58 45.84
2 59 173
2 60 74.4
2 61 568.28
2 62 857.56
2 63 333.54
2 64 610.56
2 65 147.27
2 66 654.97
2 67 510.83
2 68 311.22
2 69 528.03
2 70 599.16
2 71 989.01
2 72 146.07
2 73 212.02
2 74 328.27
2 75 584.31
2 76 995.51
2 77 702.08
2 78 43.75
2 79 508.04
2 80 803.83
2 81 188.47
2 82 485.36
2 83 911.98
2 84 686.02
2 85 145.91
2 86 142.26
2 87 664.02
2 88 723.13
2 89 585.02
2 90 472.3
2 91 547.19
2 92 120.58
2 93 683.66
2 94 996.66
2 95 337.32
2 96 667.02
2 97 447.23
2 98 319.67
2 99 373.18
2 100 154.06
2 101 508.79
2 102 657.91
2 103 775.2
2 104 289.52
2 105 735.57
2 106 831.74
2 107 274.7
2 108 773.55
2 109 784.27
2 110 454.77
2 111 495.66
2 112 941.74
2 113 530.07
2 114 285.56
2 115 181.23
2 116 484.21
2 117 785.05
2 118 162.84
2 119 178.02
2 120 745.36
2 121 970.62
2 122 844.5
2 123 952.02
2 124 168.68
2 125 307.62
2 126 772.49
2 127 388.29
2 128 14.21
2 129 74.68
2 130 219.22
2 131 759.54
2 132 889.22
2 133 183.53
2 134 873.19
2 135 999.91
2 136 676.04
2 137 873.76
2 138 65.05
2 139 579.74
2 140 662.34
2 141 823.44
2 142 96.55
2 143 4.38
2 144 388.18
2 145 868.81
2 146 275.24
2 147 739.09
2 148 546.53
2 149 57.81
2 150 223.46
2 151 172.86
2 152 424.49
2 153 99.14
2 154 948.82
2 155 43.37
2 156 362.03
2 157 941.58
2 158 214.43
2 159 275.09
2 160 910.33
2 161 474.64
2 162 470.61
2 163 39.66
2 164 746.61
2 165 244.55
2 166 342.97
2 167 405.03
2 168 288.69
2 169 195.48
2 170 105.7
2 171 54.56
2 172 604
2 173 190.35
2 174 407.68
2 175 631.88
2 176 444.12
2 177 756.88
2 178 234.32
2 179 578.81
2 180 276.92
2 181 162.19
2 182 462.96
2 183 699.99
2 184 9.38
2 185 867.66
2 186 278.25
2 187 293.9
2 188 469.51
2 189 622.87
2 190 949.29
2 191 847.58
2 192 515.14
2 193 601.99
2 194 506.71
2 195 53.13
2 196 541.23
2 197 479.16
2 198 380.22
2 199 657.58
2 200 969.02
2 201 812
2 202 198.82
2 203 428.95
2 204 412.56
2 205 423.68
2 206 883.81
2 207 308.09
2 208 802.11
2 209 885.36
2 210 735.46
2 211 766.69
2 212 949.33
2 213 6.05
2 214 917.33
2 215 650.86
2 216 943.69
2 217 512.59
2 218 376.09
2 219 895.2
2 220 28.38
2 221 141.33
2 222 382.89
2 223 513.94
2 224 135.83
2 225 108.11
2 226 19.29
2 227 512.69
2 228 371.98
2 229 290.98
2 230 892.18
2 231 225.8
2 232 704.87
2 233 880.21
2 234 587.89
2 235 183.71
2 236 281.34
2 237 881.15
2 238 861.68
2 239 553.05
2 240 734.78
2 241 128.71
2 242 168.45
2 243 9.05
2 244 671.34
2 245 247.77
2 246 340.71
2 247 75.37
2 248 694.61
2 249 795.64
2 250 86.2
2 251 244.79
2 252 927.92
2 253 990.32
2 254 801.6
2 255 945.08
2 256 912.76
2 257 354.7
2 258 249.17
2 259 323.02
2 260 733.68
2 261 364.51
2 262 636.37
2 263 440.01
2 264 384.37
2 265 217.27
2 266 811.13
2 267 141.21
2 268 195.87
2 269 119.09
2 270 451.37
2 271 827.78
2 272 256.39
2 273 366.25
2 274 475.22
2 275 486.88
2 276 124.14
2 277 403.39
2 278 777.31
2 279 469.94
2 280 527.21
2 281 747.74
2 282 799.62
2 283 318.13
2 284 533.29
2 285 231.23
2 286 146.48
2 287 513.21
2 288 523.17
2 289 688.75
2 290 916.58
2 291 174.81
2 292 62.88
2 293 670.37
2 294 100.94
2 295 876.34
2 296 671.67
2 297 920.94
2 298 967.03
2 299 501.09
2 300 922.47
2 301 112.9
2 302 661.13
2 303 874.29
2 304 565.82
2 305 527.38
2 306 926.61
2 307 284.58
2 308 675.89
2 309 986.98
2 310 411.95
2 311 385.81
2 312 171.44
2 313 403.03
2 314 316.3
2 315 904.17
2 316 864.49
2 317 993.33
2 318 789.93
2 319 659.55
2 320 407.46
2 321 570.16
2 322 72.42
2 323 959.02
2 324 109.8
2 325 495.88
2 326 697.18
2 327 586.31
2 328 760.9
2 329 610.08
2 330 624.47
2 331 185.23
2 332 18.64
2 333 811.32
2 334 888.39
2 335 763.76
2 336 963.25
2 337 163.61
2 338 347.29
2 339 480.54
2 340 490.86
2 341 545.21
2 342 597.27
2 343 464.95
2 344 487.36
2 345 242.77
2 346 822.55
2 347 331.68
2 348 864.73
2 349 704.56
2 350 373.94
2 351 881.26
2 352 863.48
2 353 863.19
2 354 504.93
2 355 633.7
2 356 966.63
2 357 422.56
2 358 840.9
2 359 467.57
2 360 876.01
2 361 351.22
2 362 366.43
2 363 433.78
2 364 954.22
2 365 507.56
2 366 146.69
2 367 112.96
2 368 40.09
2 369 241.69
2 370 49.7
2 371 543.42
2 372 412.17
2 373 217.06
2 374 276.07
2 375 920.62
2 376 710.49
2 377 779.49
2 378 432.85
2 379 737.25
2 380 549.72
2 381 816.36
2 382 413.78
2 383 440.81
2 384 536.06
2 385 123.39
2 386 738.93
2 387 829.41
2 388 673.57
2 389 757.15
2 390 728.18
2 391 231.3
2 392 787.38
2 393 528.23
2 394 843.5
2 395 446.02
2 396 353.75
2 397 119.03
2 398 733.26
2 399 736.74
2 400 809.89
2 401 424.02
2 402 797.46
2 403 595.53
2 404 87.62
2 405 924.56
2 406 776.62
2 407 764.91
2 408 572.15
2 409 801.84
2 410 368.11
2 411 289.52
2 412 737.71
2 413 470.1
2 414 819.65
2 415 759.71
2 416 493.67
2 417 581.35
2 418 982.07
2 419 936.97
2 420 342.67
2 421 683.77
2 422 671.77
2 423 775.35
2 424 263.59
2 425 296.54
2 426 920.17
2 427 31.52
2 428 350.71
2 429 989.52
2 430 875.18
2 431 760.47
2 432 392
2 433 591.57
2 434 336.61
2 435 452.44
2 436 840.32
2 437 628.88
2 438 646.6
2 439 441.25
2 440 102.78
2 441 226.29
2 442 131.63
2 443 788.94
2 444 75.65
2 445 95.95
2 446 387.47
2 447 886.37
2 448 523.87
2 449 977.75
2 450 920.85
2 451 164.97
2 452 84.4
2 453 87.5
2 454 25.81
2 455 995.17
2 456 517.69
2 457 765.71
2 458 69.55
2 459 104.15
2 460 658.67
2 461 608.69
2 462 260.41
2 463 765.85
2 464 904.93
2 465 460.12
2 466 703.46
2 467 898.27
2 468 705.58
2 469 785.32
2 470 557.21
2 471 89.16
2 472 306.57
2 473 628.61
2 474 839.33
2 475 575.55
2 476 970.95
2 477 365.63
2 478 879.29
2 479 758.78
2 480 390.47
2 481 123.94
2 482 248.93
2 483 392.77
2 484 247.56
2 485 988.88
2 486 533.03
2 487 6.83
2 488 260.79
2 489 100.68
2 490 493.32
2 491 872.76
2 492 34.13
2 493 124.73
2 494 620.44
2 495 449
2 496 536.87
2 497 319.04
2 498 368.08
2 499 179.78
3 4 159.41
3 5 691.38
3 6 172.9
3 7 631.45
3 8 880.71
3 9 891.1
3 10 652.12
3 11 614.64
3 12 876.58
3 13 448.12
3 14 365.65
3 15 451.54
3 16 2
3 17 800.09
3 18 726.55
3 19 24.41
3 20 595.54
3 21 683.47
3 22 235.73
3 23 147.65
3 24 888.71
3 25 572.39
3 26 105.88
3 27 922
3 28 465.92
3 29 538.82
3 30 97.94
3 31 995.64
3 32 491.06
3 33 980.32
3 34 823.57
3 35 215.68
3 36 399.1
3 37 514.93
3 38 828.64
3 39 618.95
3 40 243.66
3 41 999.91
3 42 94.76
3 43 910.98
3 44 343.97
3 45 828.63
3 46 404.68
3 47 373.28
3 48 597.68
3 49 94.31
3 50 855.84
3 51 586.15
3 52 903.87
3 53 306.67
3 54 643.7
3 55 241.77
3 56 352.58
3 57 375.55
3 58 667.18
3 59 90.72
3 60 532.24
3 61 801.73
3 62 243.64
3 63 159.83
3 64 264.54
3 65 23.57
3 66 905.23
3 67 361.08
3 68 181.25
3 69 874.27
3 70 357.16
3 71 772.52
3 72 711.26
3 73 131.04
3 74 226.37
3 75 924.18
3 76 698.27
3 77 246.17
3 78 52.22
3 79 78.08
3 80 732.02
3 81 61.31
3 82 27.6
3 83 830.42
3 84 966.4
3 85 739.9
3 86 739.9
3 87 320.66
3 88 705.56
3 89 160.97
3 90 407.73
3 91 458.42
3 92 446.7
3 93 491.32
3 94 611.14
3 95 125.95
3 96 920.25
3 97 174.78
3 98 281.7
3 99 230.03
3 100 842.91
3 101 353.94
3 102 205.43
3 103 973.89
3 104 434.73
3 105 399.06
3 106 561.44
3 107 193.21
3 108 120.05
3 109 631.62
3 110 314.36
3 111 580.38
3 112 445
3 113 220.15
3 114 752.91
3 115 492.38
3 116 308.72
3 117 815.38
3 118 185.16
3 119 121.22
3 120 623.32
3 121 215.32
3 122 533.59
3 123 588.08
3 124 300.99
3 125 904.83
3 126 958.16
3 127 973.74
3 128 810.75
3 129 691.25
3 130 627.17
3 131 898.9
3 132 208.69
3 133 683.94
3 134 169.1
3 135 285.63
3 136 165.89
3 137 435.88
3 138 832.48
3 139 158.43
3 140 399.65
3 141 994.46
3 142 6.2
3 143 202.24
3 144 882.1
3 145 122.89
3 146 26.31
3 147 71.96
3 148 42.64
3 149 449.3
3 150 985.68
3 151 888.53
3 152 34.94
3 153 39.02
3 154 346.71
3 155 913.82
3 156 724.63
3 157 847.8
3 158 67.51
3 159 996.67
3 160 919.49
3 161 149.41
3 162 74.48
3 163 52.19
3 164 339.84
3 165 428.17
3 166 72.64
3 167 242.89
3 168 439.6
3 169 52.51
3 170 660.33
3 171 850.64
3 172 461.23
3 173 922.66
3 174 721.68
3 175 709.63
3 176 893.15
3 177 547.49
3 178 71.38
3 179 599.29
3 180 213.63
3 181 145.3
3 182 465.16
3 183 236.89
3 184 287.22
3 185 861.38
3 186 475.55
3 187 797.23
3 188 318.82
3 189 619.56
3 190 929.63
3 191 283.77
3 192 468.59
3 193 190.64
3 194 953.29
3 195 280.86
3 196 608.18
3 197 304.72
3 198 171.19
3 199 71.89
3 200 951.8
3 201 640.65
3 202 378.92
3 203 129.69
3 204 360.15
3 205 115.46
3 206 573.83
3 207 918.61
3 208 548.9
3 209 34.5
3 210 380.66
3 211 336.09
3 212 308.23
3 213 611.43
3 214 432.59
3 215 285.72
3 216 336.35
3 217 538.74
3 218 95.88
3 219 153.32
3 220 379.73
3 221 701.83
3 222 505.42
3 223 337.47
3 224 326.06
3 225 610.35
3 226 244.4
3 227 75.03
3 228 624.68
3 229 311.36
3 230 7.61
3 231 299.4
3 232 803.82
3 233 606.82
3 234 839.45
3 235 769.04
3 236 842.43
3 237 47.67
3 238 695
3 239 43.09
3 240 598.05
3 241 763.77
3 242 533.61
3 243 535.31
3 244 813.54
3 245 961.18
3 246 246.04
3 247 63.45
3 248 276.19
3 249 706.76
3 250 287.14
3 251 541.65
3 252 630.42
3 253 994.53
3 254 788.56
3 255 106.12
3 256 647.94
3 257 459.07
3 258 927.84
3 259 334.53
3 260 607.63
3 261 821.27
