500 50
0 217 82.19
0 218 399.14
0 219 350.47
0 220 248.14
0 221 116.04
0 222 991.31
0 223 387.48
0 224 139.65
0 225 360.57
0 226 577.32
0 227 399.82
0 228 232.75
0 229 117.98
0 230 484.77
0 231 852.34
0 232 84.23
0 233 361.35
0 234 933.12
0 235 56.62
0 236 512.55
0 237 997.11
0 238 688.31
0 239 567.88
0 240 467.57
0 241 558.87
0 242 766.39
0 243 39.01
0 244 680.36
0 245 529.53
0 246 794.08
0 247 112.63
0 248 52.94
0 249 456.19
0 250 434.92
0 251 14.43
0 252 4.43
0 253 73.7
0 254 491.79
0 255 921.36
0 256 281.87
0 257 903.45
0 258 877.17
0 259 657.05
0 260 507.64
0 261 520.11
0 262 144.86
0 263 130.54
0 264 393.88
0 265 842.19
0 266 213.55
0 267 950.31
0 268 236.05
0 269 190.04
0 270 873.32
0 271 264.44
0 272 202.98
0 273 657.53
0 274 673.64
0 275 680.38
0 276 595.71
0 277 275.32
0 278 934.1
0 279 457.64
0 280 340.64
0 281 403.85
0 282 103.36
0 283 405.49
0 284 169.37
0 285 312.68
0 286 310.38
0 287 837.65
0 288 66.89
0 289 875.53
0 290 447.89
0 291 400.44
0 292 745.08
0 293 191.26
0 294 162.83
0 295 352.54
0 296 352.6
0 297 936.7
0 298 329.96
0 299 560.3
0 300 611.05
0 301 635.78
0 302 931.05
0 303 693.55
0 304 778.28
0 305 140.6
0 306 436.53
0 307 653.25
0 308 645.63
0 309 887.17
0 310 360.05
0 311 564.02
0 312 806.02
0 313 175.03
0 314 330.73
0 315 241.07
0 316 918.3
0 317 290.07
0 318 416.74
0 319 618.92
0 320 501.07
0 321 866.67
0 322 149.15
0 323 852.84
0 324 132.18
0 325 626.99
0 326 124.37
0 327 798.24
0 328 64.37
0 329 177.72
0 330 560.7
0 331 965.66
0 332 448.99
0 333 450.95
0 334 345.94
0 335 93.45
0 336 588.43
0 337 232.47
0 338 298.46
0 339 218.69
0 340 208.72
0 341 870.47
0 342 535.26
0 343 663.37
0 344 697.65
0 345 126.34
0 346 738.08
0 347 524.08
0 348 291.21
0 349 326.48
0 350 240.58
0 351 642.28
0 352 446.59
0 353 820.81
0 354 6.83
0 355 2.63
0 356 462.16
0 357 445.74
0 358 372.78
0 359 649.54
0 360 849.44
0 361 571.4
0 362 410.75
0 363 588.24
0 364 898.49
0 365 873.88
0 366 882.42
0 367 773.79
0 368 31.93
0 369 566.24
0 370 704.95
0 371 883.62
0 372 231.75
0 373 402.75
0 374 469.7
0 375 630.04
0 376 52.35
0 377 111.68
0 378 818.6
0 379 892.43
0 380 367.02
0 381 82.36
0 382 667.61
0 383 578.86
0 384 317.23
0 385 553.44
0 386 802.86
0 387 538.92
0 388 583.13
0 389 824.17
0 390 50.2
0 391 276.74
0 392 826.13
0 393 925.86
0 394 781.8
0 395 513.26
0 396 182.08
0 397 8.52
0 398 66.97
0 399 9.93
0 400 602.19
0 401 105.57
0 402 636.56
0 403 138.5
0 404 391.6
0 405 70.33
0 406 660.37
0 407 506.69
0 408 841.7
0 409 831.54
0 410 508.74
0 411 121.67
0 412 69.91
0 413 618.9
0 414 282.03
0 415 695.43
0 416 149.77
0 417 901.35
0 418 876.21
0 419 734.14
0 420 249.73
0 421 52.46
0 422 550.81
0 423 393.14
0 424 77.01
0 425 974.33
0 426 73.79
0 427 196.82
0 428 620.29
0 429 42.63
0 430 657.43
0 431 249.76
0 432 107.27
0 433 290.85
0 434 168.04
0 435 526.19
0 436 613.84
0 437 370.47
0 438 101.82
0 439 856.52
0 440 568.92
0 441 758.01
0 442 369.98
0 443 893.53
0 444 140.04
0 445 638.56
0 446 562.77
0 447 513
0 448 589.58
0 449 946.17
0 450 196.5
0 451 662.76
0 452 946.24
0 453 475.76
0 454 634.23
0 455 691.58
0 456 198.03
0 457 979.04
0 458 325.13
0 459 905.47
0 460 803.16
0 461 225.99
0 462 393.87
0 463 257.49
0 464 943.99
0 465 783.96
0 466 149.73
0 467 507.18
0 468 505.33
0 469 788.47
0 470 483.85
0 471 176.63
0 472 64.71
0 473 261.07
0 474 102.14
0 475 135.31
0 476 499.65
0 477 373.82
0 478 451.14
0 479 150.11
0 480 889.34
0 481 680.2
0 482 924.69
0 483 865.92
0 484 73.86
0 485 800.01
0 486 972.47
0 487 573.07
0 488 19.05
0 489 89.82
0 490 640.7
0 491 633.7
0 492 688.97
0 493 477.01
0 494 408.05
0 495 919.13
0 496 475.61
0 497 591.35
0 498 807.04
0 499 116.81
1 2 806.58
1 3 684.57
1 4 267.76
1 5 378.84
1 6 805.33
1 7 510.82
1 8 410.32
1 9 668.25
1 10 189.15
1 11 505.27
1 12 466.55
1 13 813.35
1 14 129.29
1 15 170.95
1 16 539.07
1 17 784.71
1 18 685.65
1 19 11.22
1 20 651.16
1 21 950.33
1 22 636.53
1 23 876.64
1 24 512.51
1 25 166.08
1 26 642.08
1 27 791.11
1 28 773.7
1 29 282.23
1 30 18.77
1 31 656.17
1 32 189.01
1 33 158.6
1 34 215.08
1 35 557.71
1 36 157.93
1 37 234.06
1 38 240.11
1 39 158.75
1 40 979.67
1 41 244.36
1 42 953.12
1 43 809.73
1 44 316.25
1 45 542.28
1 46 794.79
1 47 331.67
1 48 607.8
1 49 477.75
1 50 382.67
1 51 210.44
1 52 411.57
1 53 795.02
1 54 173.21
1 55 653.65
1 56 364.42
1 57 497.25
1 58 82.84
1 59 626.24
1 60 73.59
1 61 865.41
1 62 600.95
1 63 456.15
1 64 16.27
1 65 162.1
1 66 794.44
1 67 294.04
1 68 370.26
1 69 485.14
1 70 449.4
1 71 326.48
1 72 111.5
1 73 361.04
1 74 536.25
1 75 58.55
1 76 667.08
1 77 544.55
1 78 206.68
1 79 617.39
1 80 250.13
1 81 227.97
1 82 304.22
1 83 439.2
1 84 400.64
1 85 458.66
1 86 178.21
1 87 612.39
1 88 723.36
1 89 680.77
1 90 831.27
1 91 570.11
1 92 353.65
1 93 353.95
1 94 329.74
1 95 983.67
1 96 816.18
1 97 589.14
1 98 36.02
1 99 894.24
1 100 831.01
1 101 133.64
1 102 523.74
1 103 121.45
1 104 512.61
1 105 842.61
1 106 779.04
1 107 881.14
1 108 909.89
1 109 898.96
1 110 977.52
1 111 357.72
1 112 612.77
1 113 286.04
1 114 911.89
1 115 956.95
1 116 959.48
1 117 872.77
1 118 356.99
1 119 290.64
1 120 21.97
1 121 491.71
1 122 145.16
1 123 419.34
1 124 217.29
1 125 706.49
1 126 482.79
1 127 537.17
1 128 780.64
1 129 780.26
1 130 784.24
1 131 356.33
1 132 526.72
1 133 791.02
1 134 656.81
1 135 353.09
1 136 217.96
1 137 472.45
1 138 406.66
1 139 361.21
1 140 236.75
1 141 187.48
1 142 306.4
1 143 578.3
1 144 124.21
1 145 854.69
1 146 223.5
1 147 166.8
1 148 650.57
1 149 514.39
1 150 347.03
1 151 940.43
1 152 989.36
1 153 430.32
1 154 251.86
1 155 349.56
1 156 374.67
1 157 571.75
1 158 38.51
1 159 255.29
1 160 651.99
1 161 643.27
1 162 511.92
1 163 569.83
1 164 133.74
1 165 639.54
1 166 272.84
1 167 828.92
1 168 520.3
1 169 61.84
1 170 771.36
1 171 474.07
1 172 394.32
1 173 179.01
1 174 779.3
1 175 221.88
1 176 746.23
1 177 371.87
1 178 713.65
1 179 488.13
1 180 259.14
1 181 870.41
1 182 447.28
1 183 204.69
1 184 338.68
1 185 893.08
1 186 267.58
1 187 235.6
1 188 194.67
1 189 516.52
1 190 594.8
1 191 310.74
1 192 879.04
1 193 517.24
1 194 939.82
1 195 510.05
1 196 154.12
1 197 135.36
1 198 43.68
1 199 618.54
1 200 530.76
1 201 511.59
1 202 140.64
1 203 623.01
1 204 463.76
1 205 28.96
1 206 939.81
1 207 775.31
1 208 84.54
1 209 291.82
1 210 259.69
1 211 628.88
1 212 619.43
1 213 547.28
1 214 602.41
1 215 155.63
1 216 827.84
1 217 172.85
1 218 294.5
1 219 471.06
1 220 762.29
1 221 642.52
1 222 301.56
1 223 276.67
1 224 223.08
1 225 31.75
1 226 524.42
1 227 459.09
1 228 494.31
1 229 604.31
1 230 207.05
1 231 255.69
1 232 277.55
1 233 188.51
1 234 692.37
1 235 884.74
1 236 24.09
1 237 245.03
1 238 738.49
1 239 112.87
1 240 122.6
1 241 558.22
1 242 627.68
1 243 149.65
1 244 40.91
1 245 983.24
1 246 41.67
1 247 987.19
1 248 105.79
1 249 95.14
1 250 22.29
1 251 627.17
1 252 322.97
1 253 404.12
1 254 835.7
1 255 339.95
1 256 214.71
1 257 736.78
1 258 77.75
1 259 562.92
1 260 828.36
1 261 322.09
1 262 12.52
1 263 845.8
1 264 985.05
1 265 393.36
1 266 47.05
1 267 143.5
1 268 484.3
1 269 864.91
1 270 687.06
1 271 477.42
1 272 913.6
1 273 494.19
1 274 757.01
1 275 324.88
1 276 514.06
1 277 952.72
1 278 537.54
1 279 421.23
1 280 918.4
1 281 491.02
1 282 180.45
1 283 187.94
1 284 995.9
1 285 774.61
1 286 654.43
1 287 998.78
1 288 28.6
1 289 62.13
1 290 598.05
1 291 348.09
1 292 298.7
1 293 565.1
1 294 93.43
1 295 452.88
1 296 934.49
1 297 312.91
1 298 886.36
1 299 416.44
1 300 338.56
1 301 932.29
1 302 614.53
1 303 766.04
1 304 404.66
1 305 683.06
1 306 319.85
1 307 221.09
1 308 132.08
1 309 447.84
1 310 419.12
1 311 755.42
1 312 7.81
1 313 593.99
1 314 91.83
1 315 926.21
1 316 945.18
1 317 209.92
1 318 67.52
1 319 728.72
1 320 931.73
1 321 645.72
1 322 706.05
1 323 419.28
1 324 606.57
1 325 113.27
1 326 618.72
1 327 608.5
1 328 514.83
1 329 235.88
1 330 565.01
1 331 10.43
1 332 460.59
1 333 207.5
1 334 712.72
1 335 200.1
1 336 97.31
1 337 820.41
1 338 185.36
1 339 198
1 340 206.6
1 341 930.81
1 342 808.32
1 343 458.09
1 344 911.6
1 345 313.71
1 346 469.44
1 347 748.98
1 348 22.77
1 349 262.01
1 350 487.39
1 351 701.05
1 352 15.59
1 353 107.28
1 354 429.05
1 355 453.72
1 356 905.44
1 357 948.54
1 358 301.22
1 359 394.2
1 360 276.39
1 361 956.84
1 362 192.21
1 363 723.29
1 364 206.62
1 365 656.69
1 366 666.11
1 367 715.86
1 368 449.5
1 369 517.34
1 370 320.59
1 371 402.11
1 372 44.56
1 373 409.06
1 374 353.67
1 375 794.92
1 376 212.71
1 377 701.9
1 378 386.98
1 379 153.79
1 380 653.4
1 381 415.12
1 382 318.32
1 383 94.9
1 384 392.61
1 385 5.04
1 386 427.97
1 387 273.69
1 388 285.98
1 389 598.37
1 390 843.87
1 391 871.98
1 392 236.02
1 393 420.56
1 394 545.16
1 395 837.66
1 396 125.55
1 397 907.22
1 398 466.6
1 399 392.09
1 400 9.71
1 401 995.8
1 402 294.18
1 403 306.75
1 404 593.22
1 405 970.17
1 406 28.22
1 407 369.18
1 408 756.97
1 409 558.71
1 410 204.3
1 411 794.65
1 412 837.15
1 413 266.65
1 414 558.1
1 415 316.2
1 416 88.79
1 417 4.79
1 418 772.87
1 419 470.53
1 420 343.55
1 421 125.25
1 422 534.74
1 423 743.68
1 424 66.5
1 425 953.8
1 426 326.18
1 427 300.75
1 428 847.92
1 429 936.42
1 430 714.93
1 431 259.54
1 432 598.52
1 433 600.61
1 434 270.85
1 435 274.72
1 436 908.09
1 437 69.2
1 438 106.29
1 439 378.12
1 440 793.54
1 441 101.6
1 442 888.9
1 443 310.32
1 444 943.45
1 445 210.96
1 446 224.44
1 447 44
1 448 567.66
1 449 531.66
1 450 714.74
1 451 786.53
1 452 218.4
1 453 562.35
1 454 213.64
1 455 646.01
1 456 328.7
1 457 870.34
1 458 177.36
1 459 354.68
1 460 226.2
1 461 975.84
1 462 300.59
1 463 532.23
1 464 922.66
1 465 55.78
1 466 707.49
1 467 588.65
1 468 761.78
1 469 766.15
1 470 988.07
1 471 874.14
1 472 947.86
1 473 936.28
1 474 183.99
1 475 827.67
1 476 790.58
1 477 939.28
1 478 963.28
1 479 216.07
1 480 100.4
1 481 130.32
1 482 783.6
1 483 490.26
1 484 268.5
1 485 183.68
1 486 363.66
1 487 122
1 488 168.97
1 489 623.54
1 490 186.68
1 491 77.82
1 492 343.8
1 493 864.8
1 494 351.23
1 495 883.49
1 496 560.32
1 497 121.46
1 498 268.64
1 499 923.36
2 3 823.3
2 4 994.89
2 5 39.96
2 6 311.61
2 7 899.87
2 8 696.81
2 9 362.23
2 10 3.97
2 11 617.76
2 12 116.36
2 13 437.44
2 14 496.68
2 15 397.77
2 16 663.18
2 17 95.44
2 18 728.74
2 19 993.01
2 20 112.31
2 21 248.14
2 22 281.35
2 23 636.59
2 24 621.53
2 25 459.03
2 26 162.23
2 27 930.16
2 28 60.44
2 29 821.91
2 30 286.99
2 31 693.17
2 32 374.09
2 33 782.56
2 34 313.94
2 35 589.3
2 36 565.12
2 37 761.72
2 38 214.42
2 39 339.75
2 40 481.96
2 41 867.22
2 42 586.75
2 43 736.79
2 44 603.97
2 45 84.32
2 46 893.76
2 47 649.69
2 48 415.89
2 49 587.91
2 50 854.14
2 51 222.2
2 52 368.42
2 53 207.01
2 54 863.72
2 55 855.84
2 56 514.91
2 57 387.38
2 58 158.65
2 59 653.91
2 60 100.39
2 61 56.5
2 62 432.43
2 63 311.89
2 64 928.79
2 65 89.36
2 66 483.13
2 67 675.62
2 68 337.44
2 69 830.98
2 70 179.84
2 71 343.13
2 72 600.13
2 73 884.15
2 74 10.15
2 75 995.05
2 76 202.54
2 77 435.77
2 78 447.6
2 79 816.2
2 80 394.91
2 81 145.85
2 82 729.05
2 83 336.9
2 84 833.19
2 85 438.78
2 86 540.48
2 87 799.24
2 88 592.78
2 89 730.81
2 90 435.61
2 91 161.99
2 92 572.08
2 93 9.16
2 94 581.43
2 95 339.71
2 96 356.11
2 97 969.5
2 98 138.02
2 99 140
2 100 641.79
2 101 270.11
2 102 138.99
2 103 157.33
2 104 288.82
2 105 750.41
2 106 572.07
2 107 107.35
2 108 281.59
2 109 494.25
2 110 374.32
2 111 190.23
2 112 895.39
2 113 891.19
2 114 309.2
2 115 528.41
2 116 566.01
2 117 255.6
2 118 785.72
2 119 956.13
2 120 354.46
2 121 931.14
2 122 911.77
2 123 516.77
2 124 651.12
2 125 221.32
2 126 420.99
2 127 132.47
2 128 500.82
2 129 390.12
2 130 528.35
2 131 401.87
2 132 437.94
2 133 777.88
2 134 163.9
2 135 540.44
2 136 927.86
2 137 196.91
2 138 44.27
2 139 700.71
2 140 259.48
2 141 818.65
2 142 399.99
2 143 369.36
2 144 696.22
2 145 433.65
2 146 232.71
2 147 489.64
2 148 975.6
2 149 944.21
2 150 705.38
2 151 904.81
2 152 869.82
2 153 91.36
2 154 485.76
2 155 38.39
2 156 79.71
2 157 859.51
2 158 586.45
2 159 198.65
2 160 388.91
2 161 654.77
2 162 971.89
2 163 406.28
2 164 470.77
2 165 542.7
2 166 256.75
2 167 494.35
2 168 250.97
2 169 452.93
2 170 308.19
2 171 182.39
2 172 655.34
2 173 179.98
2 174 763.2
2 175 639.96
2 176 22.27
2 177 181.01
2 178 394.08
2 179 491.37
2 180 296.21
2 181 775.77
2 182 341.84
2 183 224.64
2 184 879.13
2 185 761.37
2 186 941.91
2 187 493.61
2 188 535.41
2 189 346.82
2 190 606.54
2 191 543.06
2 192 66.83
2 193 49.71
2 194 232.64
2 195 46.3
2 196 85.57
2 197 150.91
2 198 403.07
2 199 237.54
2 200 677.24
2 201 398.4
2 202 988.81
2 203 935.42
2 204 797.97
2 205 926.48
2 206 648.92
2 207 95.99
2 208 489.28
2 209 801.37
2 210 144.1
2 211 970.76
2 212 163.78
2 213 47.2
2 214 69.98
2 215 804.77
2 216 461.74
2 217 678.88
2 218 285.85
2 219 398.97
2 220 190.68
2 221 754.08
2 222 909.83
2 223 954.77
2 224 84.73
2 225 917.43
2 226 983.81
2 227 246.15
2 228 703.87
2 229 626.73
2 230 139.91
2 231 569.6
2 232 749.55
2 233 622.43
2 234 375.45
2 235 922.3
2 236 240.75
2 237 310.72
2 238 656.03
2 239 939.44
2 240 124.3
2 241 838.78
2 242 912.39
2 243 472.35
2 244 917.84
2 245 870.71
2 246 897.14
2 247 801.86
2 248 299.14
2 249 564.54
2 250 33.68
2 251 20.95
2 252 162.91
2 253 381.46
2 254 979.58
2 255 566.08
2 256 521.34
2 257 997.74
2 258 808.29
2 259 736.75
2 260 252.9
2 261 383.09
2 262 829.92
2 263 172.71
2 264 355.64
2 265 330.46
2 266 261.32
2 267 213.15
2 268 35.07
2 269 865.28
2 270 601.52
2 271 387.24
2 272 614.8
2 273 414.23
2 274 423.09
2 275 483.44
2 276 665.97
2 277 999.64
2 278 536.56
2 279 808.89
2 280 930.34
2 281 874.19
2 282 438.68
2 283 384.51
2 284 393.47
2 285 149.13
2 286 233.09
2 287 693.9
2 288 170.18
2 289 394.21
2 290 412.47
2 291 494.38
2 292 161.91
2 293 57.92
2 294 572.98
2 295 721.45
2 296 36.41
2 297 2.19
2 298 878.08
2 299 841.92
2 300 646.01
2 301 958.91
2 302 440.61
2 303 831.91
2 304 240.19
2 305 185.42
2 306 419.07
2 307 159.97
2 308 207.26
2 309 385.87
2 310 848.57
2 311 820.61
2 312 69.51
2 313 829.76
2 314 871.87
2 315 648.53
2 316 760.99
2 317 129.68
2 318 695.01
2 319 834.67
2 320 404.01
2 321 332.49
2 322 156.16
2 323 265.77
2 324 115.78
2 325 206.79
2 326 124.96
2 327 398.07
2 328 285.18
2 329 123.01
2 330 646.97
2 331 922.87
2 332 539.35
2 333 753.51
2 334 850.28
2 335 487.3
2 336 333.13
2 337 280.37
2 338 972.7
2 339 303.79
2 340 67.06
2 341 380.02
2 342 963.85
2 343 332.43
2 344 713.14
2 345 574.38
2 346 557.9
2 347 246.59
2 348 892.77
2 349 723.82
2 350 116.41
2 351 597.59
2 352 758.08
2 353 603.76
2 354 17.63
2 355 857.2
2 356 413.61
2 357 925.16
2 358 5.57
2 359 103.86
2 360 329.28
2 361 934.33
2 362 380.11
2 363 428.11
2 364 741.16
2 365 169.31
2 366 80
2 367 636.78
2 368 55.26
2 369 932.91
2 370 225.81
2 371 95.73
2 372 209.93
2 373 738.64
2 374 434.64
2 375 652.69
2 376 229.25
2 377 160.86
2 378 575.13
2 379 923.59
2 380 880.67
2 381 414.37
2 382 317.74
2 383 531.29
2 384 72.26
2 385 568.16
2 386 638.35
2 387 272.6
2 388 20.39
2 389 402.13
2 390 530.42
2 391 124.34
2 392 387.02
2 393 688.48
2 394 38.62
2 395 4.84
2 396 35.94
2 397 538
2 398 970.4
2 399 304.66
2 400 924.16
2 401 261.8
2 402 709.88
2 403 872.78
2 404 412.29
2 405 804
2 406 390.48
2 407 783.24
2 408 459.23
2 409 700.4
2 410 242.6
2 411 344.31
2 412 103.75
2 413 378.45
2 414 809.26
2 415 536.29
2 416 597.68
2 417 574.09
2 418 631.34
2 419 946.08
2 420 906.73
2 421 820.98
2 422 64.7
2 423 418.9
2 424 699.73
2 425 101.23
2 426 381.79
2 427 229.81
2 428 592.03
2 429 726.58
2 430 677.03
2 431 289.84
2 432 720.21
2 433 150.02
2 434 716.09
2 435 879.52
2 436 305.6
2 437 115.63
2 438 743.36
2 439 416.42
2 440 743.24
2 441 929.74
2 442 387.31
2 443 98.35
2 444 791.22
2 445 847.15
2 446 932.19
2 447 472.15
2 448 530.67
2 449 406.17
2 450 500.27
2 451 523.73
2 452 475.08
2 453 882.84
2 454 899.39
2 455 831.73
2 456 73.24
2 457 785.31
2 458 947.42
2 459 122.12
2 460 939.03
2 461 954.25
2 462 918.27
2 463 406.93
2 464 743.27
2 465 801.1
2 466 643.72
2 467 48.99
2 468 987.67
2 469 355.75
2 470 403.2
2 471 421.69
2 472 37.57
2 473 439.45
2 474 535.63
2 475 968.86
2 476 861.89
2 477 266.82
2 478 623.87
2 479 342.02
2 480 635.83
2 481 41.13
2 482 205.16
2 483 708.43
2 484 493.64
2 485 493.46
2 486 427.87
2 487 974.59
2 488 6.89
2 489 157.67
2 490 989.15
2 491 582.47
2 492 277.22
2 493 394.89
2 494 31.03
2 495 691.46
2 496 217.74
2 497 401.26
2 498 449.69
2 499 277.19
3 4 91.84
3 5 869.99
3 6 708.51
3 7 403.3
3 8 297.02
3 9 992.28
3 10 49.98
3 11 986.77
3 12 179.4
3 13 944.97
3 14 841.29
3 15 990.95
3 16 231.42
3 17 545.68
3 18 232.78
3 19 827.1
3 20 559.57
3 21 920.64
3 22 315.64
3 23 512.85
3 24 859.09
3 25 67.06
3 26 687.68
3 27 265.86
3 28 463.98
3 29 708.13
3 30 949.8
3 31 899.45
3 32 809.96
3 33 325.57
3 34 878.96
3 35 739.34
3 36 858.09
3 37 610.76
3 38 908.3
3 39 102.93
3 40 49.97
3 41 681.64
3 42 45.4
3 43 221.28
3 44 880.23
3 45 147.61
3 46 117.8
3 47 530.21
3 48 510.79
3 49 983.82
3 50 599.22
3 51 854.19
3 52 694.92
3 53 682.19
3 54 478.26
3 55 994.26
3 56 636.56
3 57 973.28
3 58 958.12
3 59 743.82
3 60 956.86
3 61 523.46
3 62 191.34
3 63 392.8
3 64 330.83
3 65 736.69
3 66 143.11
3 67 737.74
3 68 213.85
3 69 996.52
3 70 412.69
3 71 366.78
3 72 679.81
3 73 829.59
3 74 335.08
3 75 442.92
3 76 553.98
3 77 877.42
3 78 26.28
3 79 208.07
3 80 418.64
3 81 36.51
3 82 183.72
3 83 373.45
3 84 855.52
3 85 720.74
3 86 712.68
3 87 899.11
3 88 380.05
3 89 953.06
3 90 829.31
3 91 257.66
3 92 695.59
3 93 75.77
3 94 448.65
3 95 626.08
3 96 990.37
3 97 932.18
3 98 612.82
3 99 39.63
3 100 572.5
3 101 209.65
3 102 927.78
3 103 95.06
3 104 778.07
3 105 368.97
3 106 460.51
3 107 262.26
3 108 267.07
3 109 429.6
3 110 855.87
3 111 173.11
3 112 285.28
3 113 194.23
3 114 265
3 115 214.11
3 116 733.98
3 117 275.86
3 118 830.12
3 119 766.62
3 120 272.4
3 121 707.22
3 122 983.49
3 123 781.06
3 124 607.55
3 125 652.68
3 126 809.62
3 127 365.45
3 128 929.49
3 129 569.92
3 130 223.08
3 131 568.19
3 132 231.72
3 133 434.81
3 134 326.14
3 135 926.77
3 136 692.63
3 137 618.48
3 138 639.77
3 139 222.2
3 140 232.3
3 141 339.9
3 142 253.73
3 143 151.83
3 144 574.12
3 145 419.82
3 146 252.66
3 147 313.69
3 148 669.24
3 149 797.41
3 150 44.48
3 151 184.34
3 152 883.31
3 153 545.85
3 154 873.93
3 155 248.49
3 156 386.08
3 157 672.96
3 158 231.05
3 159 770.69
3 160 146.3
3 161 749.72
3 162 908.05
3 163 928.35
3 164 213.31
3 165 962.09
3 166 596.3
3 167 204.66
3 168 722.33
3 169 702.99
3 170 554.26
3 171 320.19
3 172 149.09
3 173 869.83
3 174 540.93
3 175 42.51
3 176 336.2
3 177 783.16
3 178 554.48
3 179 3.01
3 180 656.5
3 181 222.04
3 182 928.11
3 183 453.73
3 184 158.98
3 185 82.85
3 186 5.08
3 187 608.27
3 188 361.46
3 189 179.42
3 190 326.03
3 191 801.94
3 192 308.1
3 193 443.92
3 194 795.94
3 195 678.05
3 196 575.02
3 197 591.03
3 198 934.49
3 199 6.8
3 200 773.37
3 201 998.24
3 202 69.94
3 203 749.71
3 204 283.63
3 205 1.92
3 206 353.32
3 207 748.21
3 208 267.78
3 209 186.07
3 210 730.84
3 211 957.12
3 212 85.15
3 213 66.38
3 214 680.12
3 215 205.71
3 216 934.21
3 217 648.84
3 218 882.73
3 219 651.21
3 220 642.2
3 221 647.02
3 222 69.39
3 223 732.15
3 224 664.11
3 225 307.79
3 226 418.88
3 227 267.26
3 228 304.02
3 229 548.93
3 230 658.53
3 231 594.53
3 232 445.3
3 233 224.94
3 234 895.6
3 235 154.58
3 236 673.51
3 237 273.21
3 238 336.33
3 239 671.89
3 240 277.02
3 241 780.17
3 242 538.25
3 243 845.42
3 244 489.02
3 245 570
3 246 861.17
3 247 63.45
3 248 652.91
3 249 731.9
3 250 214.74
3 251 379.1
3 252 511.91
3 253 12.43
3 254 843.77
3 255 583.85
3 256 668.53
3 257 482.51
3 258 352.01
3 259 685.09
3 260 915.04
3 261 102.2
